date,season,home_team,away_team,pts_home,pts_away,home_team_wins
2009-03-09,2008,Denver Nuggets,Houston Rockets,95,97,FALSE
2009-03-09,2008,Portland Trail Blazers,Los Angeles Lakers,111,94,TRUE
2009-03-08,2008,Toronto Raptors,Utah Jazz,101,109,FALSE
2009-03-08,2008,Boston Celtics,Orlando Magic,79,86,FALSE
2009-03-08,2008,San Antonio Spurs,Phoenix Suns,103,98,TRUE
2009-03-08,2008,Brooklyn Nets,New York Knicks,106,101,TRUE
2009-03-08,2008,Houston Rockets,Memphis Grizzlies,93,83,TRUE
2009-03-08,2008,Oklahoma City Thunder,Philadelphia 76ers,89,74,TRUE
2009-03-08,2008,Sacramento Kings,Denver Nuggets,114,106,TRUE
2009-03-07,2008,Atlanta Hawks,Detroit Pistons,87,83,TRUE
2009-03-07,2008,Cleveland Cavaliers,Miami Heat,99,89,TRUE
2009-03-07,2008,New York Knicks,Charlotte Hornets,105,114,FALSE
2009-03-07,2008,Memphis Grizzlies,Philadelphia 76ers,105,110,FALSE
2009-03-07,2008,New Orleans Pelicans,Oklahoma City Thunder,108,90,TRUE
2009-03-07,2008,Dallas Mavericks,Washington Wizards,119,103,TRUE
2009-03-07,2008,Milwaukee Bucks,Golden State Warriors,127,120,TRUE
2009-03-07,2008,Portland Trail Blazers,Minnesota Timberwolves,95,93,TRUE
2009-03-07,2008,Los Angeles Clippers,Indiana Pacers,105,106,FALSE
2009-03-06,2008,Charlotte Hornets,Atlanta Hawks,98,91,TRUE
2009-03-06,2008,Orlando Magic,Brooklyn Nets,105,102,TRUE
2009-03-06,2008,Toronto Raptors,Miami Heat,102,108,FALSE
2009-03-06,2008,Boston Celtics,Cleveland Cavaliers,105,94,TRUE
2009-03-06,2008,Detroit Pistons,Golden State Warriors,108,91,TRUE
2009-03-06,2008,Chicago Bulls,Milwaukee Bucks,117,102,TRUE
2009-03-06,2008,Houston Rockets,Phoenix Suns,116,112,TRUE
2009-03-06,2008,San Antonio Spurs,Washington Wizards,100,78,TRUE
2009-03-06,2008,Los Angeles Lakers,Minnesota Timberwolves,110,90,TRUE
2009-03-06,2008,Utah Jazz,Denver Nuggets,97,91,TRUE
2009-03-05,2008,New Orleans Pelicans,Dallas Mavericks,104,88,TRUE
2009-03-05,2008,Denver Nuggets,Portland Trail Blazers,106,90,TRUE
2009-03-04,2008,Cleveland Cavaliers,Milwaukee Bucks,91,73,TRUE
2009-03-04,2008,Miami Heat,Phoenix Suns,135,129,TRUE
2009-03-04,2008,Brooklyn Nets,Boston Celtics,111,115,FALSE
2009-03-04,2008,New York Knicks,Atlanta Hawks,109,105,TRUE
2009-03-04,2008,Oklahoma City Thunder,Washington Wizards,88,83,TRUE
2009-03-04,2008,Chicago Bulls,Golden State Warriors,110,88,TRUE
2009-03-04,2008,Dallas Mavericks,San Antonio Spurs,107,102,TRUE
2009-03-04,2008,Utah Jazz,Houston Rockets,101,94,TRUE
2009-03-04,2008,Portland Trail Blazers,Indiana Pacers,107,105,TRUE
2009-03-04,2008,Los Angeles Clippers,Memphis Grizzlies,95,118,FALSE
2009-03-03,2008,Charlotte Hornets,Chicago Bulls,96,80,TRUE
2009-03-03,2008,Orlando Magic,Phoenix Suns,111,99,TRUE
2009-03-03,2008,Detroit Pistons,Denver Nuggets,100,95,TRUE
2009-03-03,2008,Milwaukee Bucks,Brooklyn Nets,95,99,FALSE
2009-03-03,2008,Minnesota Timberwolves,Golden State Warriors,94,118,FALSE
2009-03-03,2008,Houston Rockets,Toronto Raptors,107,97,TRUE
2009-03-03,2008,Sacramento Kings,Indiana Pacers,109,117,FALSE
2009-03-03,2008,Los Angeles Lakers,Memphis Grizzlies,99,89,TRUE
2009-03-02,2008,Philadelphia 76ers,New Orleans Pelicans,91,98,FALSE
2009-03-02,2008,Washington Wizards,Atlanta Hawks,89,98,FALSE
2009-03-02,2008,Miami Heat,Cleveland Cavaliers,100,107,FALSE
2009-03-02,2008,Oklahoma City Thunder,Dallas Mavericks,96,87,TRUE
2009-03-02,2008,Los Angeles Clippers,San Antonio Spurs,78,106,FALSE
2009-03-01,2008,Boston Celtics,Detroit Pistons,95,105,FALSE
2009-03-01,2008,Phoenix Suns,Los Angeles Lakers,118,111,TRUE
2009-03-01,2008,Brooklyn Nets,New Orleans Pelicans,96,99,FALSE
2009-03-01,2008,Indiana Pacers,Denver Nuggets,100,94,TRUE
2009-03-01,2008,Minnesota Timberwolves,Houston Rockets,94,105,FALSE
2009-03-01,2008,Atlanta Hawks,Cleveland Cavaliers,87,88,FALSE
2009-03-01,2008,Portland Trail Blazers,San Antonio Spurs,102,84,TRUE
2009-03-01,2008,Dallas Mavericks,Toronto Raptors,109,98,TRUE
2009-03-01,2008,Golden State Warriors,Utah Jazz,104,112,FALSE
2009-02-28,2008,Philadelphia 76ers,Orlando Magic,100,106,FALSE
2009-02-28,2008,Miami Heat,New York Knicks,120,115,TRUE
2009-02-28,2008,Memphis Grizzlies,Oklahoma City Thunder,92,99,FALSE
2009-02-28,2008,Chicago Bulls,Houston Rockets,105,102,TRUE
2009-02-28,2008,Milwaukee Bucks,Washington Wizards,109,93,TRUE
2009-02-28,2008,Utah Jazz,Sacramento Kings,102,89,TRUE
2009-02-28,2008,Los Angeles Clippers,Charlotte Hornets,95,100,FALSE
2009-02-27,2008,Orlando Magic,Detroit Pistons,85,93,FALSE
2009-02-27,2008,Washington Wizards,Chicago Bulls,113,90,TRUE
2009-02-27,2008,Atlanta Hawks,Miami Heat,91,83,TRUE
2009-02-27,2008,Boston Celtics,Indiana Pacers,104,99,TRUE
2009-02-27,2008,New York Knicks,Philadelphia 76ers,103,108,FALSE
2009-02-27,2008,New Orleans Pelicans,Milwaukee Bucks,95,94,TRUE
2009-02-27,2008,Minnesota Timberwolves,Portland Trail Blazers,82,102,FALSE
2009-02-27,2008,Dallas Mavericks,Oklahoma City Thunder,110,108,TRUE
2009-02-27,2008,Denver Nuggets,Los Angeles Lakers,90,79,TRUE
2009-02-27,2008,Phoenix Suns,Toronto Raptors,133,113,TRUE
2009-02-27,2008,San Antonio Spurs,Cleveland Cavaliers,86,97,FALSE
2009-02-27,2008,Sacramento Kings,Los Angeles Clippers,98,86,TRUE
2009-02-27,2008,Golden State Warriors,Charlotte Hornets,109,112,FALSE
2009-02-26,2008,Houston Rockets,Cleveland Cavaliers,93,74,TRUE
2009-02-26,2008,Los Angeles Lakers,Phoenix Suns,132,106,TRUE
2009-02-25,2008,Indiana Pacers,Memphis Grizzlies,104,99,TRUE
2009-02-25,2008,Washington Wizards,Philadelphia 76ers,98,106,FALSE
2009-02-25,2008,Brooklyn Nets,Chicago Bulls,111,99,TRUE
2009-02-25,2008,New York Knicks,Orlando Magic,109,114,FALSE
2009-02-25,2008,Minnesota Timberwolves,Utah Jazz,103,120,FALSE
2009-02-25,2008,New Orleans Pelicans,Detroit Pistons,90,87,TRUE
2009-02-25,2008,Dallas Mavericks,Milwaukee Bucks,116,96,TRUE
2009-02-25,2008,San Antonio Spurs,Portland Trail Blazers,99,84,TRUE
2009-02-25,2008,Denver Nuggets,Atlanta Hawks,110,109,TRUE
2009-02-25,2008,Sacramento Kings,Charlotte Hornets,91,98,FALSE
2009-02-25,2008,Los Angeles Clippers,Boston Celtics,93,91,TRUE
2009-02-24,2008,Cleveland Cavaliers,Memphis Grizzlies,94,79,TRUE
2009-02-24,2008,Toronto Raptors,Minnesota Timberwolves,118,110,TRUE
2009-02-24,2008,Miami Heat,Detroit Pistons,103,91,TRUE
2009-02-24,2008,Chicago Bulls,Orlando Magic,120,102,TRUE
2009-02-24,2008,Oklahoma City Thunder,Los Angeles Lakers,93,107,FALSE
2009-02-24,2008,Houston Rockets,Portland Trail Blazers,98,94,TRUE
2009-02-24,2008,San Antonio Spurs,Dallas Mavericks,93,76,TRUE
2009-02-24,2008,Phoenix Suns,Charlotte Hornets,112,102,TRUE
2009-02-23,2008,Brooklyn Nets,Philadelphia 76ers,98,96,TRUE
2009-02-23,2008,New York Knicks,Indiana Pacers,123,119,TRUE
2009-02-23,2008,Denver Nuggets,Boston Celtics,76,114,FALSE
2009-02-23,2008,Utah Jazz,Atlanta Hawks,108,89,TRUE
2009-02-23,2008,Sacramento Kings,New Orleans Pelicans,105,112,FALSE
2009-02-23,2008,Los Angeles Clippers,Golden State Warriors,118,105,TRUE
2009-02-22,2008,Indiana Pacers,Chicago Bulls,98,91,TRUE
2009-02-22,2008,Toronto Raptors,New York Knicks,111,100,TRUE
2009-02-22,2008,Phoenix Suns,Boston Celtics,108,128,FALSE
2009-02-22,2008,Houston Rockets,Charlotte Hornets,99,78,TRUE
2009-02-22,2008,Milwaukee Bucks,Denver Nuggets,120,117,TRUE
2009-02-22,2008,Orlando Magic,Miami Heat,122,99,TRUE
2009-02-22,2008,Portland Trail Blazers,Los Angeles Clippers,116,87,TRUE
2009-02-22,2008,Minnesota Timberwolves,Los Angeles Lakers,108,111,FALSE
2009-02-22,2008,Cleveland Cavaliers,Detroit Pistons,99,78,TRUE
2009-02-21,2008,Miami Heat,Philadelphia 76ers,97,91,TRUE
2009-02-21,2008,Washington Wizards,San Antonio Spurs,67,98,FALSE
2009-02-21,2008,Dallas Mavericks,Sacramento Kings,116,95,TRUE
2009-02-21,2008,Utah Jazz,New Orleans Pelicans,102,88,TRUE
2009-02-21,2008,Golden State Warriors,Oklahoma City Thunder,133,120,TRUE
2009-02-20,2008,Charlotte Hornets,Orlando Magic,80,92,FALSE
2009-02-20,2008,New York Knicks,Toronto Raptors,127,97,TRUE
2009-02-20,2008,Memphis Grizzlies,Sacramento Kings,106,115,FALSE
2009-02-20,2008,Minnesota Timberwolves,Indiana Pacers,105,112,FALSE
2009-02-20,2008,Brooklyn Nets,Washington Wizards,96,107,FALSE
2009-02-20,2008,Houston Rockets,Dallas Mavericks,93,86,TRUE
2009-02-20,2008,Chicago Bulls,Denver Nuggets,116,99,TRUE
2009-02-20,2008,Milwaukee Bucks,Cleveland Cavaliers,103,111,FALSE
2009-02-20,2008,Phoenix Suns,Oklahoma City Thunder,140,118,TRUE
2009-02-20,2008,Portland Trail Blazers,Atlanta Hawks,108,98,TRUE
2009-02-20,2008,Los Angeles Lakers,New Orleans Pelicans,115,111,TRUE
2009-02-19,2008,Detroit Pistons,San Antonio Spurs,79,83,FALSE
2009-02-19,2008,Utah Jazz,Boston Celtics,90,85,TRUE
2009-02-18,2008,Charlotte Hornets,Indiana Pacers,103,94,TRUE
2009-02-18,2008,Toronto Raptors,Cleveland Cavaliers,76,93,FALSE
2009-02-18,2008,Philadelphia 76ers,Denver Nuggets,89,101,FALSE
2009-02-18,2008,Miami Heat,Minnesota Timberwolves,104,111,FALSE
2009-02-18,2008,Milwaukee Bucks,Chicago Bulls,104,113,FALSE
2009-02-18,2008,New Orleans Pelicans,Orlando Magic,117,85,TRUE
2009-02-18,2008,Dallas Mavericks,Brooklyn Nets,113,98,TRUE
2009-02-18,2008,Portland Trail Blazers,Memphis Grizzlies,94,90,TRUE
2009-02-18,2008,Sacramento Kings,Atlanta Hawks,100,105,FALSE
2009-02-18,2008,Golden State Warriors,Los Angeles Lakers,121,129,FALSE
2009-02-18,2008,Los Angeles Clippers,Phoenix Suns,119,142,FALSE
2009-02-17,2008,Indiana Pacers,Philadelphia 76ers,100,91,TRUE
2009-02-17,2008,Orlando Magic,Charlotte Hornets,107,102,TRUE
2009-02-17,2008,Washington Wizards,Minnesota Timberwolves,111,103,TRUE
2009-02-17,2008,Detroit Pistons,Milwaukee Bucks,86,92,FALSE
2009-02-17,2008,New York Knicks,San Antonio Spurs,112,107,TRUE
2009-02-17,2008,Oklahoma City Thunder,New Orleans Pelicans,98,100,FALSE
2009-02-17,2008,Houston Rockets,Brooklyn Nets,114,88,TRUE
2009-02-17,2008,Phoenix Suns,Los Angeles Clippers,140,100,TRUE
2009-02-17,2008,Utah Jazz,Memphis Grizzlies,117,99,TRUE
2009-02-17,2008,Los Angeles Lakers,Atlanta Hawks,96,83,TRUE
2009-02-12,2008,Chicago Bulls,Miami Heat,93,95,FALSE
2009-02-12,2008,Dallas Mavericks,Boston Celtics,92,99,FALSE
2009-02-12,2008,Golden State Warriors,Portland Trail Blazers,105,98,TRUE
2009-02-11,2008,Charlotte Hornets,Washington Wizards,101,89,TRUE
2009-02-11,2008,Cleveland Cavaliers,Phoenix Suns,109,92,TRUE
2009-02-11,2008,Orlando Magic,Denver Nuggets,73,82,FALSE
2009-02-11,2008,Philadelphia 76ers,Memphis Grizzlies,91,87,TRUE
2009-02-11,2008,Toronto Raptors,San Antonio Spurs,91,89,TRUE
2009-02-11,2008,Detroit Pistons,Atlanta Hawks,95,99,FALSE
2009-02-11,2008,Milwaukee Bucks,Indiana Pacers,122,110,TRUE
2009-02-11,2008,New Orleans Pelicans,Boston Celtics,77,89,FALSE
2009-02-11,2008,Houston Rockets,Sacramento Kings,94,82,TRUE
2009-02-11,2008,Utah Jazz,Los Angeles Lakers,113,109,TRUE
2009-02-11,2008,Portland Trail Blazers,Oklahoma City Thunder,106,92,TRUE
2009-02-11,2008,Los Angeles Clippers,New York Knicks,128,124,TRUE
2009-02-10,2008,Atlanta Hawks,Washington Wizards,111,90,TRUE
2009-02-10,2008,Indiana Pacers,Cleveland Cavaliers,96,95,TRUE
2009-02-10,2008,Miami Heat,Denver Nuggets,82,99,FALSE
2009-02-10,2008,Brooklyn Nets,San Antonio Spurs,93,108,FALSE
2009-02-10,2008,Minnesota Timberwolves,Toronto Raptors,102,110,FALSE
2009-02-10,2008,Chicago Bulls,Detroit Pistons,107,102,TRUE
2009-02-10,2008,Dallas Mavericks,Sacramento Kings,118,100,TRUE
2009-02-10,2008,Golden State Warriors,New York Knicks,144,127,TRUE
2009-02-10,2008,Los Angeles Lakers,Oklahoma City Thunder,105,98,TRUE
2009-02-09,2008,Charlotte Hornets,Los Angeles Clippers,94,73,TRUE
2009-02-09,2008,Philadelphia 76ers,Phoenix Suns,108,91,TRUE
2009-02-09,2008,Memphis Grizzlies,New Orleans Pelicans,85,80,TRUE
2009-02-09,2008,Milwaukee Bucks,Houston Rockets,124,112,TRUE
2009-02-08,2008,Boston Celtics,San Antonio Spurs,99,105,FALSE
2009-02-08,2008,Cleveland Cavaliers,Los Angeles Lakers,91,101,FALSE
2009-02-08,2008,Miami Heat,Charlotte Hornets,96,92,TRUE
2009-02-08,2008,Orlando Magic,Brooklyn Nets,101,84,TRUE
2009-02-08,2008,Portland Trail Blazers,New York Knicks,109,108,TRUE
2009-02-08,2008,Washington Wizards,Indiana Pacers,119,117,TRUE
2009-02-08,2008,New Orleans Pelicans,Minnesota Timberwolves,101,97,TRUE
2009-02-08,2008,Oklahoma City Thunder,Sacramento Kings,116,113,TRUE
2009-02-08,2008,Detroit Pistons,Phoenix Suns,97,107,FALSE
2009-02-08,2008,Golden State Warriors,Utah Jazz,116,96,TRUE
2009-02-07,2008,Atlanta Hawks,Los Angeles Clippers,97,121,FALSE
2009-02-07,2008,Philadelphia 76ers,Miami Heat,94,84,TRUE
2009-02-07,2008,Brooklyn Nets,Denver Nuggets,114,70,TRUE
2009-02-07,2008,Memphis Grizzlies,Toronto Raptors,78,70,TRUE
2009-02-07,2008,Dallas Mavericks,Chicago Bulls,115,114,TRUE
2009-02-07,2008,Houston Rockets,Minnesota Timberwolves,107,90,TRUE
2009-02-07,2008,Milwaukee Bucks,Detroit Pistons,121,126,FALSE
2009-02-06,2008,Charlotte Hornets,Atlanta Hawks,97,102,FALSE
2009-02-06,2008,Indiana Pacers,Orlando Magic,107,102,TRUE
2009-02-06,2008,New York Knicks,Boston Celtics,100,110,FALSE
2009-02-06,2008,Memphis Grizzlies,Los Angeles Clippers,105,126,FALSE
2009-02-06,2008,New Orleans Pelicans,Toronto Raptors,101,92,TRUE
2009-02-06,2008,Oklahoma City Thunder,Portland Trail Blazers,102,93,TRUE
2009-02-06,2008,Washington Wizards,Denver Nuggets,103,124,FALSE
2009-02-06,2008,Sacramento Kings,Utah Jazz,107,111,FALSE
2009-02-06,2008,Phoenix Suns,Golden State Warriors,115,105,TRUE
2009-02-05,2008,Philadelphia 76ers,Indiana Pacers,99,94,TRUE
2009-02-05,2008,Boston Celtics,Los Angeles Lakers,109,110,FALSE
2009-02-05,2008,Utah Jazz,Dallas Mavericks,115,87,TRUE
2009-02-04,2008,Orlando Magic,Los Angeles Clippers,125,96,TRUE
2009-02-04,2008,Toronto Raptors,Los Angeles Lakers,107,115,FALSE
2009-02-04,2008,Washington Wizards,Brooklyn Nets,88,115,FALSE
2009-02-04,2008,Detroit Pistons,Miami Heat,93,90,TRUE
2009-02-04,2008,New York Knicks,Cleveland Cavaliers,102,107,FALSE
2009-02-04,2008,Memphis Grizzlies,Houston Rockets,104,93,TRUE
2009-02-04,2008,Minnesota Timberwolves,Atlanta Hawks,86,94,FALSE
2009-02-04,2008,New Orleans Pelicans,Chicago Bulls,93,107,FALSE
2009-02-04,2008,Oklahoma City Thunder,Denver Nuggets,113,114,FALSE
2009-02-04,2008,Dallas Mavericks,Portland Trail Blazers,104,99,TRUE
2009-02-04,2008,Golden State Warriors,Phoenix Suns,124,112,TRUE
2009-02-03,2008,Cleveland Cavaliers,Toronto Raptors,101,83,TRUE
2009-02-03,2008,Indiana Pacers,Minnesota Timberwolves,111,116,FALSE
2009-02-03,2008,Philadelphia 76ers,Boston Celtics,99,100,FALSE
2009-02-03,2008,Brooklyn Nets,Milwaukee Bucks,99,85,TRUE
2009-02-03,2008,Houston Rockets,Chicago Bulls,107,100,TRUE
2009-02-03,2008,Denver Nuggets,San Antonio Spurs,104,96,TRUE
2009-02-02,2008,Orlando Magic,Dallas Mavericks,95,105,FALSE
2009-02-02,2008,Washington Wizards,Memphis Grizzlies,97,113,FALSE
2009-02-02,2008,Miami Heat,Los Angeles Clippers,119,95,TRUE
2009-02-02,2008,New York Knicks,Los Angeles Lakers,117,126,FALSE
2009-02-02,2008,New Orleans Pelicans,Portland Trail Blazers,89,97,FALSE
2009-02-02,2008,Phoenix Suns,Sacramento Kings,129,81,TRUE
2009-02-02,2008,Utah Jazz,Charlotte Hornets,105,86,TRUE
2009-02-02,2008,Golden State Warriors,San Antonio Spurs,105,110,FALSE
2009-02-01,2008,Boston Celtics,Minnesota Timberwolves,109,101,TRUE
2009-02-01,2008,Toronto Raptors,Orlando Magic,90,113,FALSE
2009-02-01,2008,Detroit Pistons,Cleveland Cavaliers,80,90,FALSE
2009-02-01,2008,Sacramento Kings,Oklahoma City Thunder,122,118,TRUE
2009-01-31,2008,Indiana Pacers,New York Knicks,113,122,FALSE
2009-01-31,2008,Philadelphia 76ers,Brooklyn Nets,83,85,FALSE
2009-01-31,2008,Miami Heat,Dallas Mavericks,96,111,FALSE
2009-01-31,2008,Memphis Grizzlies,Los Angeles Lakers,98,115,FALSE
2009-01-31,2008,Washington Wizards,Los Angeles Clippers,106,94,TRUE
2009-01-31,2008,Houston Rockets,Golden State Warriors,110,93,TRUE
2009-01-31,2008,Milwaukee Bucks,Atlanta Hawks,110,107,TRUE
2009-01-31,2008,San Antonio Spurs,New Orleans Pelicans,106,93,TRUE
2009-01-31,2008,Phoenix Suns,Chicago Bulls,111,122,FALSE
2009-01-31,2008,Portland Trail Blazers,Utah Jazz,122,108,TRUE
2009-01-30,2008,Detroit Pistons,Boston Celtics,78,86,FALSE
2009-01-30,2008,Indiana Pacers,Miami Heat,114,103,TRUE
2009-01-30,2008,Philadelphia 76ers,Washington Wizards,104,94,TRUE
2009-01-30,2008,Toronto Raptors,Milwaukee Bucks,85,96,FALSE
2009-01-30,2008,Atlanta Hawks,Brooklyn Nets,105,88,TRUE
2009-01-30,2008,Cleveland Cavaliers,Los Angeles Clippers,112,95,TRUE
2009-01-30,2008,Minnesota Timberwolves,Los Angeles Lakers,119,132,FALSE
2009-01-30,2008,Denver Nuggets,Charlotte Hornets,110,99,TRUE
2009-01-30,2008,Utah Jazz,Oklahoma City Thunder,110,90,TRUE
2009-01-30,2008,New Orleans Pelicans,Golden State Warriors,87,91,FALSE
2009-01-30,2008,Sacramento Kings,Chicago Bulls,88,109,FALSE
2009-01-29,2008,Orlando Magic,Cleveland Cavaliers,99,88,TRUE
2009-01-29,2008,Phoenix Suns,San Antonio Spurs,104,114,FALSE
2009-01-28,2008,Indiana Pacers,Milwaukee Bucks,107,99,TRUE
2009-01-28,2008,Boston Celtics,Sacramento Kings,119,100,TRUE
2009-01-28,2008,Miami Heat,Washington Wizards,93,71,TRUE
2009-01-28,2008,Brooklyn Nets,Toronto Raptors,106,107,FALSE
2009-01-28,2008,New York Knicks,Atlanta Hawks,112,104,TRUE
2009-01-28,2008,Minnesota Timberwolves,Detroit Pistons,89,98,FALSE
2009-01-28,2008,New Orleans Pelicans,Denver Nuggets,94,81,TRUE
2009-01-28,2008,Oklahoma City Thunder,Memphis Grizzlies,114,102,TRUE
2009-01-28,2008,Houston Rockets,Philadelphia 76ers,93,95,FALSE
2009-01-28,2008,Dallas Mavericks,Golden State Warriors,117,93,TRUE
2009-01-28,2008,Portland Trail Blazers,Charlotte Hornets,88,74,TRUE
2009-01-28,2008,Los Angeles Clippers,Chicago Bulls,75,95,FALSE
2009-01-27,2008,Cleveland Cavaliers,Sacramento Kings,117,110,TRUE
2009-01-27,2008,Orlando Magic,Indiana Pacers,135,111,TRUE
2009-01-27,2008,Memphis Grizzlies,Denver Nuggets,85,100,FALSE
2009-01-27,2008,Utah Jazz,San Antonio Spurs,100,106,FALSE
2009-01-27,2008,Los Angeles Lakers,Charlotte Hornets,110,117,FALSE
2009-01-26,2008,Washington Wizards,Phoenix Suns,87,103,FALSE
2009-01-26,2008,Miami Heat,Atlanta Hawks,95,79,TRUE
2009-01-26,2008,New York Knicks,Houston Rockets,104,98,TRUE
2009-01-26,2008,Milwaukee Bucks,Minnesota Timberwolves,83,90,FALSE
2009-01-26,2008,New Orleans Pelicans,Philadelphia 76ers,101,86,TRUE
2009-01-26,2008,Oklahoma City Thunder,Brooklyn Nets,94,85,TRUE
2009-01-26,2008,Los Angeles Clippers,Portland Trail Blazers,88,113,FALSE
2009-01-25,2008,Boston Celtics,Dallas Mavericks,124,100,TRUE
2009-01-25,2008,Los Angeles Lakers,San Antonio Spurs,99,85,TRUE
2009-01-25,2008,Atlanta Hawks,Phoenix Suns,99,104,FALSE
2009-01-25,2008,Toronto Raptors,Sacramento Kings,113,97,TRUE
2009-01-25,2008,Detroit Pistons,Houston Rockets,105,108,FALSE
2009-01-25,2008,Indiana Pacers,Charlotte Hornets,98,93,TRUE
2009-01-25,2008,Minnesota Timberwolves,Chicago Bulls,109,108,TRUE
2009-01-25,2008,Denver Nuggets,Utah Jazz,117,97,TRUE
2009-01-25,2008,Golden State Warriors,Los Angeles Clippers,107,92,TRUE
2009-01-24,2008,Philadelphia 76ers,New York Knicks,116,110,TRUE
2009-01-24,2008,Miami Heat,Orlando Magic,103,97,TRUE
2009-01-24,2008,Memphis Grizzlies,Brooklyn Nets,88,99,FALSE
2009-01-24,2008,Milwaukee Bucks,Sacramento Kings,106,104,TRUE
2009-01-24,2008,Utah Jazz,Cleveland Cavaliers,97,102,FALSE
2009-01-24,2008,Portland Trail Blazers,Washington Wizards,100,87,TRUE
2009-01-23,2008,Charlotte Hornets,Phoenix Suns,98,76,TRUE
2009-01-23,2008,Detroit Pistons,Dallas Mavericks,91,112,FALSE
2009-01-23,2008,Indiana Pacers,Houston Rockets,107,102,TRUE
2009-01-23,2008,Atlanta Hawks,Milwaukee Bucks,117,87,TRUE
2009-01-23,2008,New York Knicks,Memphis Grizzlies,108,88,TRUE
2009-01-23,2008,Minnesota Timberwolves,New Orleans Pelicans,116,108,TRUE
2009-01-23,2008,Chicago Bulls,Toronto Raptors,94,114,FALSE
2009-01-23,2008,San Antonio Spurs,Brooklyn Nets,94,91,TRUE
2009-01-23,2008,Golden State Warriors,Cleveland Cavaliers,105,106,FALSE
2009-01-23,2008,Los Angeles Clippers,Oklahoma City Thunder,107,104,TRUE
2009-01-22,2008,Orlando Magic,Boston Celtics,80,90,FALSE
2009-01-22,2008,Los Angeles Lakers,Washington Wizards,117,97,TRUE
2009-01-21,2008,Charlotte Hornets,Memphis Grizzlies,101,86,TRUE
2009-01-21,2008,Detroit Pistons,Toronto Raptors,95,76,TRUE
2009-01-21,2008,Miami Heat,Boston Celtics,83,98,FALSE
2009-01-21,2008,New York Knicks,Phoenix Suns,114,109,TRUE
2009-01-21,2008,Milwaukee Bucks,Dallas Mavericks,133,99,TRUE
2009-01-21,2008,New Orleans Pelicans,Brooklyn Nets,102,92,TRUE
2009-01-21,2008,Houston Rockets,Utah Jazz,108,99,TRUE
2009-01-21,2008,Portland Trail Blazers,Cleveland Cavaliers,98,104,FALSE
2009-01-21,2008,Sacramento Kings,Washington Wizards,107,110,FALSE
2009-01-21,2008,Golden State Warriors,Oklahoma City Thunder,121,122,FALSE
2009-01-21,2008,Los Angeles Clippers,Los Angeles Lakers,97,108,FALSE
2009-01-20,2008,Chicago Bulls,Atlanta Hawks,102,105,FALSE
2009-01-20,2008,San Antonio Spurs,Indiana Pacers,99,81,TRUE
2009-01-20,2008,Denver Nuggets,Sacramento Kings,118,99,TRUE
2009-01-20,2008,Utah Jazz,Minnesota Timberwolves,112,107,TRUE
2009-01-19,2008,New York Knicks,Chicago Bulls,102,98,TRUE
2009-01-19,2008,Philadelphia 76ers,Dallas Mavericks,93,95,FALSE
2009-01-19,2008,Atlanta Hawks,Toronto Raptors,87,84,TRUE
2009-01-19,2008,Charlotte Hornets,San Antonio Spurs,84,86,FALSE
2009-01-19,2008,Houston Rockets,Denver Nuggets,115,113,TRUE
2009-01-19,2008,Los Angeles Clippers,Minnesota Timberwolves,86,94,FALSE
2009-01-19,2008,New Orleans Pelicans,Indiana Pacers,103,100,TRUE
2009-01-19,2008,Golden State Warriors,Washington Wizards,119,98,TRUE
2009-01-19,2008,Memphis Grizzlies,Detroit Pistons,79,87,FALSE
2009-01-19,2008,Boston Celtics,Phoenix Suns,104,87,TRUE
2009-01-19,2008,Portland Trail Blazers,Milwaukee Bucks,102,85,TRUE
2009-01-19,2008,Los Angeles Lakers,Cleveland Cavaliers,105,88,TRUE
2009-01-18,2008,Toronto Raptors,Phoenix Suns,113,117,FALSE
2009-01-18,2008,Oklahoma City Thunder,Miami Heat,94,104,FALSE
2009-01-17,2008,Brooklyn Nets,Boston Celtics,85,105,FALSE
2009-01-17,2008,Charlotte Hornets,Portland Trail Blazers,102,97,TRUE
2009-01-17,2008,Detroit Pistons,New Orleans Pelicans,85,91,FALSE
2009-01-17,2008,New York Knicks,Philadelphia 76ers,97,107,FALSE
2009-01-17,2008,Chicago Bulls,San Antonio Spurs,87,92,FALSE
2009-01-17,2008,Houston Rockets,Miami Heat,93,86,TRUE
2009-01-17,2008,Dallas Mavericks,Utah Jazz,115,108,TRUE
2009-01-17,2008,Denver Nuggets,Orlando Magic,88,106,FALSE
2009-01-17,2008,Los Angeles Clippers,Milwaukee Bucks,101,92,TRUE
2009-01-16,2008,Indiana Pacers,Toronto Raptors,111,104,TRUE
2009-01-16,2008,Philadelphia 76ers,San Antonio Spurs,109,87,TRUE
2009-01-16,2008,Washington Wizards,New York Knicks,96,89,TRUE
2009-01-16,2008,Cleveland Cavaliers,New Orleans Pelicans,92,78,TRUE
2009-01-16,2008,Memphis Grizzlies,Utah Jazz,91,101,FALSE
2009-01-16,2008,Oklahoma City Thunder,Detroit Pistons,89,79,TRUE
2009-01-16,2008,Phoenix Suns,Minnesota Timberwolves,103,105,FALSE
2009-01-16,2008,Sacramento Kings,Milwaukee Bucks,122,129,FALSE
2009-01-16,2008,Golden State Warriors,Atlanta Hawks,119,114,TRUE
2009-01-16,2008,Los Angeles Lakers,Orlando Magic,103,109,FALSE
